raw_kpi_name,row_count,row_ratio,cumulative_row_ratio,unique_component_count,existing_bank_safe_v1_status,source_family,entity_scope,semantic_family,metric_kind,unit_hint,candidate_existing_slot,candidate_new_slot,recommended_action,confidence,transform_hint,reason
OSLinux-OSLinux_FILESYSTEM_-tomcat_FSAvailableSpace,38839,0.0031788100500781875,0.633287892530537,9,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdb_DSKAvgServ,31522,0.0025799441385865912,0.6358678366691236,14,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sda_DSKAvgServ,31515,0.0025793712178020563,0.6384472078869257,14,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
JVM-Memory_7779_JVM_Memory_NoHeapMemoryUsed,28755,0.002353476737042619,0.6408006846239683,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Memory_7779_JVM_Memory_HeapMemoryUsed,28754,0.002353394891216257,0.6431540795151846,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Memory_7779_JVM_Memory_HeapMemoryMax,28754,0.002353394891216257,0.6455074744064008,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Threads_7779_JVM_ThreadCount_Threads,28752,0.0023532311995635327,0.6478607056059643,2,unmapped,JVM,jvm,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=JVM"
JVM-Memory_7778_JVM_Memory_NoHeapMemoryUsed,28708,0.0023496299832035995,0.650210335589168,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Memory_7778_JVM_Memory_HeapMemoryMax,28708,0.0023496299832035995,0.6525599655723716,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Threads_7778_JVM_ThreadCount_Threads,28707,0.0023495481373772375,0.6549095137097488,2,unmapped,JVM,jvm,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=JVM"
JVM-Memory_7778_JVM_Memory_HeapMemoryUsed,28706,0.002349466291550875,0.6572589800012997,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
redis-Redis_6379_Redis  (redis_git_dirty),23658,0.0019363085600749184,0.6591952885613745,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (instantaneous_ops_per_sec),23657,0.0019362267142485562,0.6611315152756231,2,unmapped,Redis,cache,cache,rate,seconds,,cache_metrics,requires_new_slot,medium,log1p,"Requires new slot 'cache_metrics'; semantic=cache, unit=seconds, source=Redis"
redis-Redis_6379_Redis  (keyspace_hits),23657,0.0019362267142485562,0.6630677419898716,2,unmapped,Redis,cache,cache,counter,count,,cache_metrics,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'cache_metrics'; semantic=cache, unit=count, source=Redis"
redis-Redis_6379_Redis  (latest_fork_usec),23657,0.0019362267142485562,0.6650039687041202,2,unmapped,Redis,cache,cache,unknown,seconds,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=seconds, source=Redis"
redis-Redis_6379_Redis  (aof_enabled),23657,0.0019362267142485562,0.6669401954183687,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (used_memory_rss),23657,0.0019362267142485562,0.6688764221326172,2,unmapped,Redis,cache,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
redis-Redis_6379_redis server,23657,0.0019362267142485562,0.6708126488468658,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (evicted_keys),23656,0.001936144868422194,0.672748793715288,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (loading),23656,0.001936144868422194,0.6746849385837101,2,unmapped,Redis,cache,cache,gauge,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (total_connections_received),23656,0.001936144868422194,0.6766210834521323,2,unmapped,Redis,cache,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
redis-Redis_6379_Redis  (blocked_clients),23656,0.001936144868422194,0.6785572283205545,2,unmapped,Redis,cache,database_io,unknown,count,,,manual_review,low,log1p,"semantic=database_io, unit=count, kind=unknown; cannot auto-classify"
redis-Redis_6379_Redis  (aof_rewrite_in_progress),23656,0.001936144868422194,0.6804933731889767,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (connected_clients),23655,0.0019360630225958321,0.6824294362115726,2,unmapped,Redis,cache,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
redis-Redis_6379_Redis  (connected_slaves),23655,0.0019360630225958321,0.6843654992341685,2,unmapped,Redis,cache,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
redis-Redis_6379_Redis  (keyspace_misses),23655,0.0019360630225958321,0.6863015622567643,2,unmapped,Redis,cache,cache,counter,count,,cache_metrics,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'cache_metrics'; semantic=cache, unit=count, source=Redis"
redis-Redis_6379_Redis  (lru_clock),23655,0.0019360630225958321,0.6882376252793602,2,unmapped,Redis,cache,database_io,unknown,count,,,manual_review,low,log1p,"semantic=database_io, unit=count, kind=unknown; cannot auto-classify"
redis-Redis_6379_Redis  (rejected_connections),23655,0.0019360630225958321,0.690173688301956,2,unmapped,Redis,cache,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
redis-Redis_6379_Redis  (used_memory),23655,0.0019360630225958321,0.6921097513245519,2,unmapped,Redis,cache,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
redis-Redis_6379_Redis  (used_memory_peak),23655,0.0019360630225958321,0.6940458143471477,2,unmapped,Redis,cache,memory,gauge,unknown,,,manual_review,low,unknown,"semantic=memory, unit=unknown, kind=gauge; cannot auto-classify"
redis-Redis_6379_Redis  (aof_rewrite_scheduled),23655,0.0019360630225958321,0.6959818773697436,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (pubsub_channels),23654,0.00193598117676947,0.6979178585465131,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (rdb_changes_since_last_save),23654,0.00193598117676947,0.6998538397232826,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (total_commands_processed),23654,0.00193598117676947,0.7017898209000522,2,unmapped,Redis,cache,cache,counter,count,,cache_metrics,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'cache_metrics'; semantic=cache, unit=count, source=Redis"
redis-Redis_6379_Redis  (uptime_in_seconds),23654,0.00193598117676947,0.7037258020768217,2,unmapped,Redis,cache,cache,duration,milliseconds,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=milliseconds, source=Redis"
redis-Redis_6379_Redis  (rdb_bgsave_in_progress),23654,0.00193598117676947,0.7056617832535912,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (expired_keys),23653,0.0019358993309431078,0.7075976825845343,2,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (maxmemory),23628,0.001933853185284055,0.7095315357698183,2,unmapped,Redis,cache,cache,gauge,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (used_cpu_sys),23456,0.0019197757031497711,0.711451311472968,2,unmapped,Redis,cache,cpu,unknown,unknown,,,manual_review,low,unknown,"semantic=cpu, unit=unknown, kind=unknown; cannot auto-classify"
redis-Redis_6379_Redis  (used_cpu_user),23456,0.0019197757031497711,0.7133710871761177,2,unmapped,Redis,cache,cpu,unknown,unknown,,,manual_review,low,unknown,"semantic=cpu, unit=unknown, kind=unknown; cannot auto-classify"
redis-Redis_6379_Redis  (used_cpu_user_children),23456,0.0019197757031497711,0.7152908628792675,2,unmapped,Redis,cache,cpu,unknown,unknown,,,manual_review,low,unknown,"semantic=cpu, unit=unknown, kind=unknown; cannot auto-classify"
redis-Redis_6379_Redis  (mem_fragmentation_ratio),23455,0.001919693857323409,0.7172105567365908,2,unmapped,Redis,cache,memory,ratio,ratio,,,manual_review,low,unknown,"semantic=memory, unit=ratio, kind=ratio; cannot auto-classify"
redis-Redis_6379_Redis  (used_cpu_sys_children),23454,0.0019196120114970468,0.7191301687480879,2,unmapped,Redis,cache,cpu,unknown,unknown,,,manual_review,low,unknown,"semantic=cpu, unit=unknown, kind=unknown; cannot auto-classify"
Mysql-MySQL_3306_GetResponseTimeOfMysqld,22110,0.0018096112208663643,0.7209397799689542,2,unmapped,MySQL,database,latency,duration,milliseconds,,db_latency,requires_new_slot,medium,unknown,"Requires new slot 'db_latency'; semantic=latency, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_GetConnectedStateOfMysqld,22103,0.0018090383000818294,0.722748818269036,2,unmapped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
OSLinux-OSLinux_PROCESS_apache_10001_PROCPPCount,21778,0.0017824384065141421,0.7245312566755502,2,unmapped,OSLinux,host,process,counter,count,,process_health,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'process_health'; semantic=process, unit=count, source=OSLinux"
Mysql-MySQL_3306_Com Update,21598,0.0017677061577689613,0.7262989628333192,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Com Replace Select,21598,0.0017677061577689613,0.7280666689910882,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Bytes Sent,21598,0.0017677061577689613,0.7298343751488572,2,unmapped,MySQL,database,database_io,rate,bytes,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=bytes, source=MySQL"
Mysql-MySQL_3306_Aborted Clients,21598,0.0017677061577689613,0.7316020813066262,2,unmapped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
Mysql-MySQL_3306_Handler Delete,21597,0.0017676243119425993,0.7333697056185687,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Created Tmp Disk Tables,21597,0.0017676243119425993,0.7351373299305113,2,unmapped,MySQL,database,disk,counter,count,,disk_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'disk_io'; semantic=disk, unit=count, source=MySQL"
Mysql-MySQL_3306_Com Update Multi,21597,0.0017676243119425993,0.7369049542424538,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Com Insert,21597,0.0017676243119425993,0.7386725785543964,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Binlog stmt cache use,21597,0.0017676243119425993,0.7404402028663389,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Binlog stmt cache disk use,21597,0.0017676243119425993,0.7422078271782815,2,unmapped,MySQL,database,disk,unknown,count,,disk_io,requires_new_slot,medium,log1p,"Requires new slot 'disk_io'; semantic=disk, unit=count, source=MySQL"
Mysql-MySQL_3306_Binlog Cache Use,21597,0.0017676243119425993,0.743975451490224,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Binlog Cache Disk Use,21597,0.0017676243119425993,0.7457430758021666,2,unmapped,MySQL,database,disk,unknown,count,,disk_io,requires_new_slot,medium,log1p,"Requires new slot 'disk_io'; semantic=disk, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Savepoint Rollback,21596,0.0017675424661162372,0.7475106182682828,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Created Tmp Tables,21596,0.0017675424661162372,0.749278160734399,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Created Tmp Files,21596,0.0017675424661162372,0.7510457032005152,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Connections,21596,0.0017675424661162372,0.7528132456666314,2,dropped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
Mysql-MySQL_3306_Com Select,21596,0.0017675424661162372,0.7545807881327476,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Com Replace,21596,0.0017675424661162372,0.7563483305988639,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Com Load,21596,0.0017675424661162372,0.7581158730649801,2,unmapped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Com Delete,21596,0.0017675424661162372,0.7598834155310963,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Aborted Connects,21596,0.0017675424661162372,0.7616509579972125,2,unmapped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
Mysql-MySQL_3306_Table Locks Waited,21596,0.0017675424661162372,0.7634185004633287,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Tc log max pages used,21596,0.0017675424661162372,0.7651860429294449,2,unmapped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Threads Cached,21596,0.0017675424661162372,0.7669535853955611,2,unmapped,MySQL,database,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=MySQL"
Mysql-MySQL_3306_max trx lock memory bytes,21596,0.0017675424661162372,0.7687211278616773,2,unmapped,MySQL,database,memory,gauge,bytes,,,manual_review,low,unknown,"semantic=memory, unit=bytes, kind=gauge; cannot auto-classify"
Mysql-MySQL_3306_Innodb buffer pool pages total,21595,0.001767460620289875,0.7704885884819672,2,dropped,MySQL,database,database_io,gauge,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool pages dirty,21595,0.001767460620289875,0.7722560491022571,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Handler Rollback,21595,0.001767460620289875,0.774023509722547,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Read Rnd Next,21595,0.001767460620289875,0.7757909703428368,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Read Next,21595,0.001767460620289875,0.7775584309631267,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_MaxTrxRowsModified,21595,0.001767460620289875,0.7793258915834166,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Max trx rows locked,21595,0.001767460620289875,0.7810933522037065,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_LongestTrxActiveTime,21595,0.001767460620289875,0.7828608128239963,2,unmapped,MySQL,database,database_io,duration,milliseconds,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_Handler Read First,21595,0.001767460620289875,0.7846282734442862,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Commit,21595,0.001767460620289875,0.7863957340645761,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Com Insert Select,21595,0.001767460620289875,0.788163194684866,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Com Delete Multi,21595,0.001767460620289875,0.7899306553051558,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Table open cache misses,21595,0.001767460620289875,0.7916981159254457,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_ThreadsRunning,21595,0.001767460620289875,0.7934655765457356,2,unmapped,MySQL,database,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool write requests,21594,0.0017673787744635129,0.7952329553201991,2,dropped,MySQL,database,request,gauge,count,,,manual_review,low,log1p,"semantic=request, unit=count, kind=gauge; cannot auto-classify"
Mysql-MySQL_3306_Handler Write,21594,0.0017673787744635129,0.7970003340946626,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Update,21594,0.0017673787744635129,0.7987677128691262,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Savepoint,21594,0.0017673787744635129,0.8005350916435897,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Read Rnd,21594,0.0017673787744635129,0.8023024704180532,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool pages free,21594,0.0017673787744635129,0.8040698491925168,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_CurrentSQLMaxRunningTime,21594,0.0017673787744635129,0.8058372279669803,2,unmapped,MySQL,database,database_io,duration,milliseconds,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_Table Locks Immediate,21594,0.0017673787744635129,0.8076046067414439,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Table open cache overflows,21594,0.0017673787744635129,0.8093719855159074,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Tc log page waits,21594,0.0017673787744635129,0.8111393642903709,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_ThreadsConnected,21594,0.0017673787744635129,0.8129067430648345,2,unmapped,MySQL,database,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=MySQL"
Mysql-MySQL_3306_Threads Created,21594,0.0017673787744635129,0.814674121839298,2,unmapped,MySQL,database,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb data pending fsyncs,21593,0.0017672969286371507,0.8164414187679352,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool reads,21593,0.0017672969286371507,0.8182087156965724,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool read ahead rnd,21593,0.0017672969286371507,0.8199760126252096,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool read ahead evicted,21593,0.0017672969286371507,0.8217433095538468,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool pages flushed,21593,0.0017672969286371507,0.823510606482484,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Read Prev,21593,0.0017672969286371507,0.8252779034111212,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Handler Read Key,21593,0.0017672969286371507,0.8270452003397584,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Table open cache hits,21593,0.0017672969286371507,0.8288124972683956,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Select Range Check,21593,0.0017672969286371507,0.8305797941970328,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Qcache Total Blocks,21593,0.0017672969286371507,0.83234709112567,2,unmapped,MySQL,database,database_io,gauge,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb data fsyncs,21592,0.0017672150828107888,0.8341143062084807,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
